# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement				
#				
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output				
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2014-10-08 01:54:04 EDT       (caww01)				
#				
# Data for the following 1 site(s) are contained in this file				
#    USGS 11472200 OUTLET C NR LONGVALE CA				
# -----------------------------------------------------------------------------------				
#				
# Data provided for site 11472200				
#    DD parameter statistic   Description				
"#    02   00060     00003     Discharge, cubic feet per second (Mean)"				
#				
# Data-value qualification codes included in this output: 				
#     A  Approved for publication -- Processing and review completed.  				
#     e  Value has been estimated.  				
# 				
agenc	y_cd       site_no	datetime	02_00060	_00003  02_00060_00003_cd
USGS	11472200	12/11/73	848	A
USGS	11472200	12/12/73	911	A
USGS	11472200	12/13/73	2350	A
USGS	11472200	12/14/73	1790	A
USGS	11472200	12/15/73	1240	A
USGS	11472200	12/16/73	831	A
USGS	11472200	12/17/73	1050	A
USGS	11472200	12/18/73	802	A
USGS	11472200	12/19/73	609	A
USGS	11472200	12/20/73	982	A
USGS	11472200	12/21/73	3310	A
USGS	11472200	12/22/73	2270	A
USGS	11472200	12/23/73	1460	A
USGS	11472200	12/24/73	1000	A
USGS	11472200	12/25/73	757	A
USGS	11472200	12/26/73	1060	A
USGS	11472200	12/27/73	1880	A
USGS	11472200	12/28/73	2040	A
USGS	11472200	12/29/73	3390	A
USGS	11472200	12/30/73	2100	A
USGS	11472200	12/31/73	1350	A
USGS	11472200	1/1/74	866	A
USGS	11472200	1/2/74	635	A
USGS	11472200	1/3/74	550	A
USGS	11472200	1/4/74	518	A
USGS	11472200	1/5/74	504	A
USGS	11472200	1/6/74	504	A
USGS	11472200	1/7/74	460	A
USGS	11472200	1/8/74	430	A
USGS	11472200	1/9/74	383	A
USGS	11472200	1/10/74	348	A
USGS	11472200	1/11/74	336	A
USGS	11472200	1/12/74	917	A
USGS	11472200	1/13/74	1220	A
USGS	11472200	1/14/74	3660	A
USGS	11472200	1/15/74	8890	A
USGS	11472200	1/16/74	21000	A
USGS	11472200	1/17/74	7050	A
USGS	11472200	1/18/74	4860	A
USGS	11472200	1/19/74	3840	A
USGS	11472200	1/20/74	2320	A
USGS	11472200	1/21/74	1500	A
USGS	11472200	1/22/74	949	A
USGS	11472200	1/23/74	722	A
USGS	11472200	1/24/74	603	A
USGS	11472200	1/25/74	511	A
USGS	11472200	1/26/74	448	A
USGS	11472200	1/27/74	393	A
USGS	11472200	1/28/74	355	A
USGS	11472200	1/29/74	324	A
USGS	11472200	1/30/74	299	A
USGS	11472200	1/31/74	822	A
USGS	11472200	2/1/74	1280	A
USGS	11472200	2/2/74	714	A
USGS	11472200	2/3/74	520	A
USGS	11472200	2/4/74	443	A
USGS	11472200	2/5/74	389	A
USGS	11472200	2/6/74	347	A
USGS	11472200	2/7/74	316	A
USGS	11472200	2/8/74	291	A
USGS	11472200	2/9/74	267	A
USGS	11472200	2/10/74	248	A
USGS	11472200	2/11/74	232	A
USGS	11472200	2/12/74	266	A
USGS	11472200	2/13/74	366	A
USGS	11472200	2/14/74	280	A
USGS	11472200	2/15/74	238	A
USGS	11472200	2/16/74	457	A
USGS	11472200	2/17/74	464	A
USGS	11472200	2/18/74	1720	A
USGS	11472200	2/19/74	4560	A
USGS	11472200	2/20/74	2130	A
USGS	11472200	2/21/74	1620	A
USGS	11472200	2/22/74	1230	A
USGS	11472200	2/23/74	757	A
USGS	11472200	2/24/74	575	A
USGS	11472200	2/25/74	477	A
USGS	11472200	2/26/74	570	A
USGS	11472200	2/27/74	555	A
USGS	11472200	2/28/74	4610	A
USGS	11472200	3/1/74	4290	A
USGS	11472200	3/2/74	3320	A
USGS	11472200	3/3/74	2410	A
USGS	11472200	3/4/74	1650	A
USGS	11472200	3/5/74	1100	A
USGS	11472200	3/6/74	862	A
USGS	11472200	3/7/74	1070	A
USGS	11472200	3/8/74	979	A
USGS	11472200	3/9/74	752	A
USGS	11472200	3/10/74	665	A
USGS	11472200	3/11/74	1980	A
USGS	11472200	3/12/74	1770	A
USGS	11472200	3/13/74	1350	A
USGS	11472200	3/14/74	969	A
USGS	11472200	3/15/74	783	A
USGS	11472200	3/16/74	663	A
USGS	11472200	3/17/74	571	A
USGS	11472200	3/18/74	500	A
USGS	11472200	3/19/74	442	A
USGS	11472200	3/20/74	397	A
USGS	11472200	3/21/74	359	A
USGS	11472200	3/22/74	334	A
USGS	11472200	3/23/74	315	A
USGS	11472200	3/24/74	294	A
USGS	11472200	3/25/74	398	A
USGS	11472200	3/26/74	407	A
USGS	11472200	3/27/74	1410	A
USGS	11472200	3/28/74	2140	A
USGS	11472200	3/29/74	6500	A
USGS	11472200	3/30/74	20100	A
USGS	11472200	3/31/74	4700	A
USGS	11472200	4/1/74	8600	A
USGS	11472200	4/2/74	3800	A
USGS	11472200	4/3/74	1900	A
USGS	11472200	4/4/74	1280	A
USGS	11472200	4/5/74	960	A
USGS	11472200	4/6/74	740	A
USGS	11472200	4/7/74	590	A
USGS	11472200	4/8/74	510	A
USGS	11472200	4/9/74	900	A
USGS	11472200	4/10/74	600	A
USGS	11472200	4/11/74	450	A
USGS	11472200	4/12/74	390	A
USGS	11472200	4/13/74	340	A
USGS	11472200	4/14/74	300	A
USGS	11472200	4/15/74	270	A
USGS	11472200	4/16/74	240	A
USGS	11472200	4/17/74	230	A
USGS	11472200	4/18/74	220	A
USGS	11472200	4/19/74	215	A
USGS	11472200	4/20/74	192	A
USGS	11472200	4/21/74	174	A
USGS	11472200	4/22/74	160	A
USGS	11472200	4/23/74	153	A
USGS	11472200	4/24/74	147	A
USGS	11472200	4/25/74	170	A
USGS	11472200	4/26/74	200	A
USGS	11472200	4/27/74	170	A
USGS	11472200	4/28/74	142	A
USGS	11472200	4/29/74	118	A
USGS	11472200	4/30/74	101	A
USGS	11472200	5/1/74	91	A
USGS	11472200	5/2/74	79	A
USGS	11472200	5/3/74	71	A
USGS	11472200	5/4/74	62	A
USGS	11472200	5/5/74	58	A
USGS	11472200	5/6/74	54	A
USGS	11472200	5/7/74	50	A
USGS	11472200	5/8/74	46	A
USGS	11472200	5/9/74	43	A
USGS	11472200	5/10/74	40	A
USGS	11472200	5/11/74	38	A
USGS	11472200	5/12/74	36	A
USGS	11472200	5/13/74	35	A
USGS	11472200	5/14/74	33	A
USGS	11472200	5/15/74	31	A
USGS	11472200	5/16/74	30	A
USGS	11472200	5/17/74	34	A
USGS	11472200	5/18/74	37	A
USGS	11472200	5/19/74	34	A
USGS	11472200	5/20/74	31	A
USGS	11472200	5/21/74	28	A
USGS	11472200	5/22/74	25	A
USGS	11472200	5/23/74	35	A
USGS	11472200	5/24/74	32	A
USGS	11472200	5/25/74	26	A
USGS	11472200	5/26/74	22	A
USGS	11472200	5/27/74	20	A
USGS	11472200	5/28/74	19	A
USGS	11472200	5/29/74	18	A
USGS	11472200	5/30/74	26	A
USGS	11472200	5/31/74	25	A
USGS	11472200	6/1/74	24	A
USGS	11472200	6/2/74	23	A
USGS	11472200	6/3/74	22	A
USGS	11472200	6/4/74	21	A
USGS	11472200	6/5/74	20	A
USGS	11472200	6/6/74	19	A
USGS	11472200	6/7/74	17	A
USGS	11472200	6/8/74	17	A
USGS	11472200	6/9/74	16	A
USGS	11472200	6/10/74	16	A
USGS	11472200	6/11/74	15	A
USGS	11472200	6/12/74	14	A
USGS	11472200	6/13/74	14	A
USGS	11472200	6/14/74	14	A
USGS	11472200	6/15/74	14	A
USGS	11472200	6/16/74	14	A
USGS	11472200	6/17/74	14	A
USGS	11472200	6/18/74	14	A
USGS	11472200	6/19/74	16	A
USGS	11472200	6/20/74	16	A
USGS	11472200	6/21/74	16	A
USGS	11472200	6/22/74	16	A
USGS	11472200	6/23/74	16	A
USGS	11472200	6/24/74	14	A
USGS	11472200	6/25/74	13	A
USGS	11472200	6/26/74	13	A
USGS	11472200	6/27/74	13	A
USGS	11472200	6/28/74	12	A
USGS	11472200	6/29/74	12	A
USGS	11472200	6/30/74	11	A
USGS	11472200	7/1/74	10	A
USGS	11472200	7/2/74	9.5	A
USGS	11472200	7/3/74	8.9	A
USGS	11472200	7/4/74	8.4	A
USGS	11472200	7/5/74	6	A
USGS	11472200	7/6/74	6	A
USGS	11472200	7/7/74	6.7	A
USGS	11472200	7/8/74	18	A
USGS	11472200	7/9/74	27	A
USGS	11472200	7/10/74	26	A
USGS	11472200	7/11/74	20	A
USGS	11472200	7/12/74	16	A
USGS	11472200	7/13/74	14	A
USGS	11472200	7/14/74	13	A
USGS	11472200	7/15/74	11	A
USGS	11472200	7/16/74	11	A
USGS	11472200	7/17/74	8.4	A
USGS	11472200	7/18/74	7.9	A
USGS	11472200	7/19/74	7.9	A
USGS	11472200	7/20/74	7.9	A
USGS	11472200	7/21/74	7.9	A
USGS	11472200	7/22/74	7.9	A
USGS	11472200	7/23/74	6	A
USGS	11472200	7/24/74	6	A
USGS	11472200	7/25/74	6	A
USGS	11472200	7/26/74	6	A
USGS	11472200	7/27/74	5.4	A
USGS	11472200	7/28/74	4.8	A
USGS	11472200	7/29/74	4.8	A
USGS	11472200	7/30/74	3.8	A
USGS	11472200	7/31/74	3.6	A
USGS	11472200	8/1/74	4.7	A
USGS	11472200	8/2/74	5.4	A
USGS	11472200	8/3/74	6.7	A
USGS	11472200	8/4/74	6	A
USGS	11472200	8/5/74	7.4	A
USGS	11472200	8/6/74	6.7	A
USGS	11472200	8/7/74	5.4	A
USGS	11472200	8/8/74	4.3	A
USGS	11472200	8/9/74	4.3	A
USGS	11472200	8/10/74	4.3	A
USGS	11472200	8/11/74	4.3	A
USGS	11472200	8/12/74	4.3	A
USGS	11472200	8/13/74	3.4	A
USGS	11472200	8/14/74	3.4	A
USGS	11472200	8/15/74	3.8	A
USGS	11472200	8/16/74	3.4	A
USGS	11472200	8/17/74	3.4	A
USGS	11472200	8/18/74	3.4	A
USGS	11472200	8/19/74	3.4	A
USGS	11472200	8/20/74	3.4	A
USGS	11472200	8/21/74	3.4	A
USGS	11472200	8/22/74	2.8	A
USGS	11472200	8/23/74	2.3	A
USGS	11472200	8/24/74	1.9	A
USGS	11472200	8/25/74	2.3	A
USGS	11472200	8/26/74	2.3	A
USGS	11472200	8/27/74	1.9	A
USGS	11472200	8/28/74	1.5	A
USGS	11472200	8/29/74	1.9	A
USGS	11472200	8/30/74	1.9	A
USGS	11472200	8/31/74	2.3	A
USGS	11472200	9/1/74	2.8	A
USGS	11472200	9/2/74	2.3	A
USGS	11472200	9/3/74	1.9	A
USGS	11472200	9/4/74	1.9	A
USGS	11472200	9/5/74	1.5	A
USGS	11472200	9/6/74	1.4	A
USGS	11472200	9/7/74	1.4	A
USGS	11472200	9/8/74	1.4	A
USGS	11472200	9/9/74	1.5	A
USGS	11472200	9/10/74	1.5	A
USGS	11472200	9/11/74	1.5	A
USGS	11472200	9/12/74	1.3	A
USGS	11472200	9/13/74	1.3	A
USGS	11472200	9/14/74	1.3	A
USGS	11472200	9/15/74	1.3	A
USGS	11472200	9/16/74	1.4	A
USGS	11472200	9/17/74	1.3	A
USGS	11472200	9/18/74	1.3	A
USGS	11472200	9/19/74	1.2	A
USGS	11472200	9/20/74	1.2	A
USGS	11472200	9/21/74	1.1	A
USGS	11472200	9/22/74	1.1	A
USGS	11472200	9/23/74	1.1	A
USGS	11472200	9/24/74	1.1	A
USGS	11472200	9/25/74	1.1	A
USGS	11472200	9/26/74	1.2	A
USGS	11472200	9/27/74	1.2	A
USGS	11472200	9/28/74	1.2	A
USGS	11472200	9/29/74	1.3	A
USGS	11472200	9/30/74	1.5	A
USGS	11472200	10/1/74	2.8	A
USGS	11472200	10/2/74	1.5	A
USGS	11472200	10/3/74	2.8	A
USGS	11472200	10/4/74	1.5	A
USGS	11472200	10/5/74	1.5	A
USGS	11472200	10/6/74	1.5	A
USGS	11472200	10/7/74	1.5	A
USGS	11472200	10/8/74	1.5	A
USGS	11472200	10/9/74	1.5	A
USGS	11472200	10/10/74	1.9	A
USGS	11472200	10/11/74	1.9	A
USGS	11472200	10/12/74	1.5	A
USGS	11472200	10/13/74	1.9	A
USGS	11472200	10/14/74	1.9	A
USGS	11472200	10/15/74	1.9	A
USGS	11472200	10/16/74	1.5	A
USGS	11472200	10/17/74	1.5	A
USGS	11472200	10/18/74	1.9	A
USGS	11472200	10/19/74	2.3	A
USGS	11472200	10/20/74	2.3	A
USGS	11472200	10/21/74	2.3	A
USGS	11472200	10/22/74	2.8	A
USGS	11472200	10/23/74	3.4	A
USGS	11472200	10/24/74	2.3	A
USGS	11472200	10/25/74	2.3	A
USGS	11472200	10/26/74	3.4	A
USGS	11472200	10/27/74	6.7	A
USGS	11472200	10/28/74	47	A
USGS	11472200	10/29/74	32	A
USGS	11472200	10/30/74	16	A
USGS	11472200	10/31/74	15	A
USGS	11472200	11/1/74	10	A
USGS	11472200	11/2/74	7.9	A
USGS	11472200	11/3/74	6	A
USGS	11472200	11/4/74	3.8	A
USGS	11472200	11/5/74	3.4	A
USGS	11472200	11/6/74	2.3	A
USGS	11472200	11/7/74	9.7	A
USGS	11472200	11/8/74	30	A
USGS	11472200	11/9/74	13	A
USGS	11472200	11/10/74	12	A
USGS	11472200	11/11/74	8.4	A
USGS	11472200	11/12/74	7.4	A
USGS	11472200	11/13/74	5.4	A
USGS	11472200	11/14/74	3.8	A
USGS	11472200	11/15/74	3.4	A
USGS	11472200	11/16/74	3.4	A
USGS	11472200	11/17/74	3.4	A
USGS	11472200	11/18/74	14	A
USGS	11472200	11/19/74	18	A
USGS	11472200	11/20/74	16	A
USGS	11472200	11/21/74	123	A
USGS	11472200	11/22/74	128	A
USGS	11472200	11/23/74	62	A
USGS	11472200	11/24/74	35	A
USGS	11472200	11/25/74	131	A
USGS	11472200	11/26/74	75	A
USGS	11472200	11/27/74	50	A
USGS	11472200	11/28/74	30	A
USGS	11472200	11/29/74	27	A
USGS	11472200	11/30/74	25	A
USGS	11472200	12/1/74	23	A
USGS	11472200	12/2/74	257	A
USGS	11472200	12/3/74	914	A
USGS	11472200	12/4/74	727	A
USGS	11472200	12/5/74	320	A
USGS	11472200	12/6/74	164	A
USGS	11472200	12/7/74	108	A
USGS	11472200	12/8/74	85	A
USGS	11472200	12/9/74	71	A
USGS	11472200	12/10/74	64	A
USGS	11472200	12/11/74	64	A
USGS	11472200	12/12/74	200	A
USGS	11472200	12/13/74	230	A
USGS	11472200	12/14/74	308	A
USGS	11472200	12/15/74	263	A
USGS	11472200	12/16/74	174	A
USGS	11472200	12/17/74	128	A
USGS	11472200	12/18/74	101	A
USGS	11472200	12/19/74	87	A
USGS	11472200	12/20/74	77	A
USGS	11472200	12/21/74	85	A
USGS	11472200	12/22/74	101	A
USGS	11472200	12/23/74	79	A
USGS	11472200	12/24/74	69	A
USGS	11472200	12/25/74	62	A
USGS	11472200	12/26/74	58	A
USGS	11472200	12/27/74	2350	A
USGS	11472200	12/28/74	1590	A
USGS	11472200	12/29/74	602	A
USGS	11472200	12/30/74	283	A
USGS	11472200	12/31/74	185	A
USGS	11472200	1/1/75	144	A
USGS	11472200	1/2/75	114	A
USGS	11472200	1/3/75	98	A
USGS	11472200	1/4/75	329	A
USGS	11472200	1/5/75	928	A
USGS	11472200	1/6/75	4200	A
USGS	11472200	1/7/75	2780	A
USGS	11472200	1/8/75	3890	A
USGS	11472200	1/9/75	1900	A
USGS	11472200	1/10/75	1150	A
USGS	11472200	1/11/75	586	A
USGS	11472200	1/12/75	389	A
USGS	11472200	1/13/75	299	A
USGS	11472200	1/14/75	244	A
USGS	11472200	1/15/75	199	A
USGS	11472200	1/16/75	167	A
USGS	11472200	1/17/75	140	A
USGS	11472200	1/18/75	125	A
USGS	11472200	1/19/75	111	A
USGS	11472200	1/20/75	98	A
USGS	11472200	1/21/75	91	A
USGS	11472200	1/22/75	85	A
USGS	11472200	1/23/75	79	A
USGS	11472200	1/24/75	73	A
USGS	11472200	1/25/75	71	A
USGS	11472200	1/26/75	75	A
USGS	11472200	1/27/75	73	A
USGS	11472200	1/28/75	66	A
USGS	11472200	1/29/75	62	A
USGS	11472200	1/30/75	58	A
USGS	11472200	1/31/75	87	A
USGS	11472200	2/1/75	1250	A
USGS	11472200	2/2/75	2930	A
USGS	11472200	2/3/75	2450	A
USGS	11472200	2/4/75	2910	A
USGS	11472200	2/5/75	2670	A
USGS	11472200	2/6/75	2780	A
USGS	11472200	2/7/75	3160	A
USGS	11472200	2/8/75	2720	A
USGS	11472200	2/9/75	4660	A
USGS	11472200	2/10/75	4150	A
USGS	11472200	2/11/75	2220	A
USGS	11472200	2/12/75	7110	A
USGS	11472200	2/13/75	7870	A
USGS	11472200	2/14/75	3310	A
USGS	11472200	2/15/75	1720	A
USGS	11472200	2/16/75	847	A
USGS	11472200	2/17/75	495	A
USGS	11472200	2/18/75	399	A
USGS	11472200	2/19/75	4670	A
USGS	11472200	2/20/75	3050	A
USGS	11472200	2/21/75	1680	A
USGS	11472200	2/22/75	796	A
USGS	11472200	2/23/75	510	A
USGS	11472200	2/24/75	409	A
USGS	11472200	2/25/75	325	A
USGS	11472200	2/26/75	263	A
USGS	11472200	2/27/75	223	A
USGS	11472200	2/28/75	192	A
USGS	11472200	3/1/75	203	A
USGS	11472200	3/2/75	703	A
USGS	11472200	3/3/75	409	A
USGS	11472200	3/4/75	275	A
USGS	11472200	3/5/75	237	A
USGS	11472200	3/6/75	237	A
USGS	11472200	3/7/75	2270	A
USGS	11472200	3/8/75	4540	A
USGS	11472200	3/9/75	1920	A
USGS	11472200	3/10/75	1350	A
USGS	11472200	3/11/75	1150	A
USGS	11472200	3/12/75	980	A
USGS	11472200	3/13/75	880	A
USGS	11472200	3/14/75	780	A
USGS	11472200	3/15/75	800	A
USGS	11472200	3/16/75	1200	A
USGS	11472200	3/17/75	3500	A
USGS	11472200	3/18/75	7400	A
USGS	11472200	3/19/75	4400	A
USGS	11472200	3/20/75	2760	A
USGS	11472200	3/21/75	4860	A
USGS	11472200	3/22/75	5880	A
USGS	11472200	3/23/75	3970	A
USGS	11472200	3/24/75	5400	A
USGS	11472200	3/25/75	7570	A
USGS	11472200	3/26/75	3350	A
USGS	11472200	3/27/75	2100	A
USGS	11472200	3/28/75	1500	A
USGS	11472200	3/29/75	1000	A
USGS	11472200	3/30/75	820	A
USGS	11472200	3/31/75	700	A
USGS	11472200	4/1/75	720	A
USGS	11472200	4/2/75	670	A
USGS	11472200	4/3/75	730	A
USGS	11472200	4/4/75	830	A
USGS	11472200	4/5/75	1030	A
USGS	11472200	4/6/75	700	A
USGS	11472200	4/7/75	600	A
USGS	11472200	4/8/75	530	A
USGS	11472200	4/9/75	490	A
USGS	11472200	4/10/75	440	A
USGS	11472200	4/11/75	420	A
USGS	11472200	4/12/75	390	A
USGS	11472200	4/13/75	370	A
USGS	11472200	4/14/75	350	A
USGS	11472200	4/15/75	325	A
USGS	11472200	4/16/75	305	A
USGS	11472200	4/17/75	294	A
USGS	11472200	4/18/75	280	A
USGS	11472200	4/19/75	265	A
USGS	11472200	4/20/75	260	A
USGS	11472200	4/21/75	250	A
USGS	11472200	4/22/75	400	A
USGS	11472200	4/23/75	620	A
USGS	11472200	4/24/75	1120	A
USGS	11472200	4/25/75	1120	A
USGS	11472200	4/26/75	680	A
USGS	11472200	4/27/75	450	A
USGS	11472200	4/28/75	350	A
USGS	11472200	4/29/75	300	A
USGS	11472200	4/30/75	270	A
USGS	11472200	5/1/75	245	A
USGS	11472200	5/2/75	220	A
USGS	11472200	5/3/75	195	A
USGS	11472200	5/4/75	172	A
USGS	11472200	5/5/75	155	A
USGS	11472200	5/6/75	145	A
USGS	11472200	5/7/75	128	A
USGS	11472200	5/8/75	114	A
USGS	11472200	5/9/75	104	A
USGS	11472200	5/10/75	94	A
USGS	11472200	5/11/75	88	A
USGS	11472200	5/12/75	80	A
USGS	11472200	5/13/75	74	A
USGS	11472200	5/14/75	68	A
USGS	11472200	5/15/75	64	A
USGS	11472200	5/16/75	59	A
USGS	11472200	5/17/75	55	A
USGS	11472200	5/18/75	52	A
USGS	11472200	5/19/75	50	A
USGS	11472200	5/20/75	48	A
USGS	11472200	5/21/75	46	A
USGS	11472200	5/22/75	44	A
USGS	11472200	5/23/75	42	A
USGS	11472200	5/24/75	40	A
USGS	11472200	5/25/75	38	A
USGS	11472200	5/26/75	34	A
USGS	11472200	5/27/75	32	A
USGS	11472200	5/28/75	31	A
USGS	11472200	5/29/75	29	A
USGS	11472200	5/30/75	27	A
USGS	11472200	5/31/75	26	A
USGS	11472200	6/1/75	25	A
USGS	11472200	6/2/75	25	A
USGS	11472200	6/3/75	24	A
USGS	11472200	6/4/75	22	A
USGS	11472200	6/5/75	21	A
USGS	11472200	6/6/75	19	A
USGS	11472200	6/7/75	18	A
USGS	11472200	6/8/75	18	A
USGS	11472200	6/9/75	16	A
USGS	11472200	6/10/75	15	A
USGS	11472200	6/11/75	15	A
USGS	11472200	6/12/75	14	A
USGS	11472200	6/13/75	13	A
USGS	11472200	6/14/75	13	A
USGS	11472200	6/15/75	12	A
USGS	11472200	6/16/75	12	A
USGS	11472200	6/17/75	11	A
USGS	11472200	6/18/75	11	A
USGS	11472200	6/19/75	11	A
USGS	11472200	6/20/75	11	A
USGS	11472200	6/21/75	10	A
USGS	11472200	6/22/75	9.9	A
USGS	11472200	6/23/75	9.4	A
USGS	11472200	6/24/75	10	A
USGS	11472200	6/25/75	11	A
USGS	11472200	6/26/75	10	A
USGS	11472200	6/27/75	11	A
USGS	11472200	6/28/75	9.4	A
USGS	11472200	6/29/75	9	A
USGS	11472200	6/30/75	8.2	A
USGS	11472200	7/1/75	7.8	A
USGS	11472200	7/2/75	7.5	A
USGS	11472200	7/3/75	7.5	A
USGS	11472200	7/4/75	7.5	A
USGS	11472200	7/5/75	7.8	A
USGS	11472200	7/6/75	7.1	A
USGS	11472200	7/7/75	6.8	A
USGS	11472200	7/8/75	6.2	A
USGS	11472200	7/9/75	5.8	A
USGS	11472200	7/10/75	5.5	A
USGS	11472200	7/11/75	4.9	A
USGS	11472200	7/12/75	4.7	A
USGS	11472200	7/13/75	4.7	A
USGS	11472200	7/14/75	4.7	A
USGS	11472200	7/15/75	4.7	A
USGS	11472200	7/16/75	6.2	A
USGS	11472200	7/17/75	5.8	A
USGS	11472200	7/18/75	5.2	A
USGS	11472200	7/19/75	4.7	A
USGS	11472200	7/20/75	4.7	A
USGS	11472200	7/21/75	4.7	A
USGS	11472200	7/22/75	4.1	A
USGS	11472200	7/23/75	3.9	A
USGS	11472200	7/24/75	3.4	A
USGS	11472200	7/25/75	3.2	A
USGS	11472200	7/26/75	3	A
USGS	11472200	7/27/75	3	A
USGS	11472200	7/28/75	2.8	A
USGS	11472200	7/29/75	2.4	A
USGS	11472200	7/30/75	2.2	A
USGS	11472200	7/31/75	2.4	A
USGS	11472200	8/1/75	2.2	A
USGS	11472200	8/2/75	2	A
USGS	11472200	8/3/75	2	A
USGS	11472200	8/4/75	1.7	A
USGS	11472200	8/5/75	1.6	A
USGS	11472200	8/6/75	1.6	A
USGS	11472200	8/7/75	1.7	A
USGS	11472200	8/8/75	1.7	A
USGS	11472200	8/9/75	1.7	A
USGS	11472200	8/10/75	1.9	A
USGS	11472200	8/11/75	1.7	A
USGS	11472200	8/12/75	1.5	A
USGS	11472200	8/13/75	1.5	A
USGS	11472200	8/14/75	1.3	A
USGS	11472200	8/15/75	1.3	A
USGS	11472200	8/16/75	1.5	A
USGS	11472200	8/17/75	1.6	A
USGS	11472200	8/18/75	2.4	A
USGS	11472200	8/19/75	3	A
USGS	11472200	8/20/75	3.9	A
USGS	11472200	8/21/75	3.2	A
USGS	11472200	8/22/75	2.8	A
USGS	11472200	8/23/75	1.9	A
USGS	11472200	8/24/75	1.8	A
USGS	11472200	8/25/75	1.8	A
USGS	11472200	8/26/75	1.7	A
USGS	11472200	8/27/75	1.7	A
USGS	11472200	8/28/75	2.2	A
USGS	11472200	8/29/75	2.8	A
USGS	11472200	8/30/75	2.4	A
USGS	11472200	8/31/75	2.4	A
USGS	11472200	9/1/75	2.2	A
USGS	11472200	9/2/75	2.4	A
USGS	11472200	9/3/75	2.2	A
USGS	11472200	9/4/75	1.9	A
USGS	11472200	9/5/75	1.7	A
USGS	11472200	9/6/75	1.6	A
USGS	11472200	9/7/75	1.6	A
USGS	11472200	9/8/75	1.7	A
USGS	11472200	9/9/75	1.6	A
USGS	11472200	9/10/75	1.6	A
USGS	11472200	9/11/75	1.6	A
USGS	11472200	9/12/75	1.6	A
USGS	11472200	9/13/75	1.6	A
USGS	11472200	9/14/75	1.6	A
USGS	11472200	9/15/75	1.6	A
USGS	11472200	9/16/75	1.6	A
USGS	11472200	9/17/75	1.6	A
USGS	11472200	9/18/75	1.5	A
USGS	11472200	9/19/75	1.4	A
USGS	11472200	9/20/75	1.4	A
USGS	11472200	9/21/75	1.4	A
USGS	11472200	9/22/75	1.4	A
USGS	11472200	9/23/75	1.4	A
USGS	11472200	9/24/75	1.4	A
USGS	11472200	9/25/75	1.4	A
USGS	11472200	9/26/75	1.4	A
USGS	11472200	9/27/75	1.4	A
USGS	11472200	9/28/75	1.4	A
USGS	11472200	9/29/75	1.4	A
USGS	11472200	9/30/75	1.4	A
USGS	11472200	10/1/75	1.4	A
USGS	11472200	10/2/75	1.4	A
USGS	11472200	10/3/75	1.4	A
USGS	11472200	10/4/75	1.4	A
USGS	11472200	10/5/75	1.4	A
USGS	11472200	10/6/75	1.5	A
USGS	11472200	10/7/75	1.8	A
USGS	11472200	10/8/75	1.8	A
USGS	11472200	10/9/75	4.6	A
USGS	11472200	10/10/75	13	A
USGS	11472200	10/11/75	12	A
USGS	11472200	10/12/75	9.2	A
USGS	11472200	10/13/75	6.8	A
USGS	11472200	10/14/75	5.4	A
USGS	11472200	10/15/75	4.6	A
USGS	11472200	10/16/75	4.1	A
USGS	11472200	10/17/75	3.7	A
USGS	11472200	10/18/75	3.7	A
USGS	11472200	10/19/75	3.7	A
USGS	11472200	10/20/75	3.5	A
USGS	11472200	10/21/75	3.2	A
USGS	11472200	10/22/75	3.1	A
USGS	11472200	10/23/75	3	A
USGS	11472200	10/24/75	2.9	A
USGS	11472200	10/25/75	21	A
USGS	11472200	10/26/75	402	A
USGS	11472200	10/27/75	101	A
USGS	11472200	10/28/75	63	A
USGS	11472200	10/29/75	47	A
USGS	11472200	10/30/75	298	A
USGS	11472200	10/31/75	88	A
USGS	11472200	11/1/75	52	A
USGS	11472200	11/2/75	38	A
USGS	11472200	11/3/75	29	A
USGS	11472200	11/4/75	24	A
USGS	11472200	11/5/75	20	A
USGS	11472200	11/6/75	18	A
USGS	11472200	11/7/75	109	A
USGS	11472200	11/8/75	78	A
USGS	11472200	11/9/75	50	A
USGS	11472200	11/10/75	249	A
USGS	11472200	11/11/75	128	A
USGS	11472200	11/12/75	80	A
USGS	11472200	11/13/75	57	A
USGS	11472200	11/14/75	46	A
USGS	11472200	11/15/75	995	A
USGS	11472200	11/16/75	513	A
USGS	11472200	11/17/75	205	A
USGS	11472200	11/18/75	115	A
USGS	11472200	11/19/75	83	A
USGS	11472200	11/20/75	93	A
USGS	11472200	11/21/75	75	A
USGS	11472200	11/22/75	61	A
USGS	11472200	11/23/75	52	A
USGS	11472200	11/24/75	46	A
USGS	11472200	11/25/75	41	A
USGS	11472200	11/26/75	38	A
USGS	11472200	11/27/75	38	A
USGS	11472200	11/28/75	37	A
